Title,Location,Description,Price/night,Interior,Amenities,Ratings,Reviews,Features,Normalized Price/night,Normalized Reviews,Guests,Room type,Owner,Avg Feature Rating,Has Washer,Has Dryer
Private room in earthen home hosted by Jerry,"Tay Ho, Hanoi, Vietnam",TRAAM Viet Tea Inn - Deluxe Room 2,1394,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Lake access, Kitchen, Wifi  13 Mbps, Dedicated workspace, Free parking on premises and 52 more",4.75,8,"Cleanliness 4.9, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 5.0, Value 4.8",0.001394,0.008,2,Private,Jerry,4.83,False,False
Entire rental unit hosted by Viet Dung,"Hoan Kiem, Hanoi, Vietnam",SensesHouse/5f/Lift/BigBalcony/5mintoOldQuarter,2571,"3 guests, 1 bedroom, 1 king bed, 1 sofa bed, 1 bathroom","Kitchen, Wifi, TV, Lift, Washing machine and 32 more",5.0,20,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.002571,0.02,3,Entire,Viet Dung,4.97,False,False
Entire townhouse hosted by Rose,"Hoan Kiem, Hanoi, Vietnam",VequeHomestayVilla1NetflixTVBpSn  xe,2156,"4 guests, Studio, 2 beds, 1 bathroom","Kitchen, Wifi, Pets allowed, TV, Washing machine and 23 more",4.72,141,"Cleanliness 4.6, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.7",0.002156,0.141,4,Entire,Rose,4.78,False,False
Entire serviced apartment hosted by Yen,"Ba Dinh, Hanoi, Vietnam",LAKESIDEBright&Shine STUDIO  REAL HEART HANOI,1743,"2 guests, Studio, 1 double bed, 1 sofa, 1 bathroom","Lake access, Kitchen, Wifi, Free parking on premises, Pets allowed and 27 more",4.57,35,"Cleanliness 4.7, Accuracy 4.9, Communication 4.9, Location 4.7, Check-in 4.9, Value 4.7",0.001743,0.035,2,Entire,Yen,4.8,False,False
Private room in home hosted by Linh,"Hoan Kiem, Hanoi, Vietnam","Su Casa: Mezzanine House, Central Alley",1568,"2 guests, Studio, 1 bed, 1 private bathroom","Lake access, Kitchen, Fast wifi  97 Mbps, Dedicated workspace, Free parking on premises and 27 more",4.87,15,"Cleanliness 4.7, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 5.0, Value 4.9",0.001568,0.015,2,Private,Linh,4.88,False,False
Entire rental unit hosted by Linh,"Dong Da, Hanoi, Vietnam",Ber 's Home/Patio/Highfloor,2324,"2 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, TV, Lift and 33 more",4.7,1,"Cleanliness 4.7, Accuracy 4.8, Communication 4.8, Location 4.7, Check-in 4.8, Value 4.7",0.002324,0.001,2,Entire,Linh,4.75,False,False
Entire apartment hosted by Pham,"Trung Hoa, Hanoi, Vietnam",VINHOMES SUPER LAKEVIEW & ROOFTOP2Brs,3776,"4 guests, 2 bedrooms, 1 queen bed, 1 bathroom","Lake access, Waterfront, City skyline view, Kitchen, Wifi and 61 more",4.78,41,"Cleanliness 4.8, Accuracy 4.9, Communication 5.0, Location 5.0, Check-in 4.8, Value 4.9",0.003776,0.041,4,Entire,Pham,4.9,False,False
Entire rental unit hosted by Rose,"Hoan Kiem, Hanoi, Vietnam",VequehomestayApt2View PhBn tmNetflixTVBp,3898,"4 guests, Studio, 1 double bed, 1 floor mattress, 1.5 bathrooms","Lake access, Kitchen, Wifi, Hot tub, Pets allowed and 29 more",4.63,75,"Cleanliness 4.7, Accuracy 4.8, Communication 5.0, Location 4.7, Check-in 4.9, Value 4.7",0.003898,0.075,4,Entire,Rose,4.8,False,False
Entire rental unit hosted by Linh,"Dong Da, Hanoi, Vietnam",Ber 's Home/Stunning studio/Patio,2498,"4 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, TV, Lift and 37 more",4.7,1,"Cleanliness 4.7, Accuracy 4.8, Communication 4.8, Location 4.7, Check-in 4.8, Value 4.7",0.002498,0.001,4,Entire,Linh,4.75,False,False
Entire rental unit hosted by Thomas,"Hanoi, Vietnam",Lily  BLOSSOM Studio CENTER of BADINH,1907,"2 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV, Lift and 28 more",4.86,29,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 4.9, Value 4.8",0.001907,0.029,2,Entire,Thomas,4.8,False,False
Entire rental unit hosted by Tu n,"Hoan Kiem, Hanoi, Vietnam",Camellia 1BR Apartment 1 managed by MUSE,2695,"4 guests, 1 bedroom, 1 bed, 1 bathroom","Lake access, Waterfront, Kitchen, Wifi, Dedicated workspace and 59 more",4.8,1,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.002695,0.001,4,Entire,Tu n,4.82,False,False
Entire rental unit hosted by Ngoc Anh,"Cau Giay, Hanoi, Vietnam",R602 New! Cozy apt w full of light for business,1349,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","City skyline view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 34 more",4.78,37,"Cleanliness 4.6, Accuracy 4.8, Communication 4.9, Location 4.6, Check-in 4.9, Value 4.6",0.001349,0.037,2,Entire,Ngoc Anh,4.73,False,False
Private room in rental unit hosted by Monstera,"Dong Da, Hanoi, Vietnam",MONSTERA HOUSE 3: The Temple of Literature,2352,"4 guests, 1 bedroom, 1 bed, 1 private bathroom","Lake access, Kitchen, Wifi, Free parking on premises, TV and 34 more",4.46,35,"Cleanliness 4.4, Accuracy 4.5, Communication 4.5, Location 4.6, Check-in 4.7, Value 4.4",0.002352,0.035,4,Private,Monstera,4.52,False,False
Entire serviced apartment hosted by Lien,"Tay Ho, Hanoi, Vietnam",Retro Apartment has Bathtub&shared Balcony nr Lake,2242,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Lake view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 46 more",4.8,2,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.7, Check-in 4.8, Value 4.8",0.002242,0.002,2,Entire,Lien,4.78,False,False
Entire holiday home hosted by Thach,"Tay Ho, Hanoi, Vietnam",lovely 1 bedroom vacation with cozy space,3137,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 31 more",4.9,10,"Cleanliness 4.8, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 4.6, Value 4.9",0.003137,0.01,2,Entire,Thach,4.85,False,False
Entire rental unit hosted by Vitamin,"Hanoi, Hanoi, Vietnam",VITAMIN HOMEStudioOld quarter,2405,"3 guests, Studio, 1 bed, 1 bathroom","Lake access, Kitchen, Wifi, 32"" HDTV with Roku, standard cable/satellite, Netflix, Lift and 42 more",4.77,75,"Cleanliness 4.6, Accuracy 4.8, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.8",0.002405,0.075,3,Entire,Vitamin,4.83,False,False
Entire rental unit hosted by Botanica (Host Nam),"Hoan Kiem, Hanoi, Vietnam","Studio, lift, Hoan Kiem, near old quarter #D01",2162,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Fast wifi  201 Mbps, Dedicated workspace, Free parking on premises, 32"" HDTV with standard cable/satellite, cable/satellite TV and 54 more",4.96,224,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.9",0.002162,0.224,2,Entire,Botanica (Host Nam),4.92,False,False
Private room in rental unit hosted by Yue,"Dong Da, Hanoi, Vietnam",Yue  HOMESTAY #1 @yueviet,1362,"2 guests, 1 bedroom, 2 beds, 1 private bathroom","Lake access, Waterfront, Wifi, Dedicated workspace, Free parking on premises and 33 more",4.98,46,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.5, Check-in 4.9, Value 5.0",0.001362,0.046,2,Private,Yue,4.9,False,False
Entire serviced apartment hosted by Toan,"Tay Ho, Hanoi, Vietnam",Private Studio @ King Bed Size @ Softly Mattress,2247,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 22 more",4.76,21,"Cleanliness 4.6, Accuracy 4.9, Communication 4.8, Location 4.5, Check-in 4.7, Value 4.8",0.002247,0.021,2,Entire,Toan,4.72,False,False
Entire loft hosted by Chinh,"Hanoi, Hanoi, Vietnam",May - Duplex Sky view 01,2471,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV with standard cable/satellite and 35 more",4.62,35,"Cleanliness 4.4, Accuracy 4.7, Communication 4.7, Location 4.9, Check-in 4.8, Value 4.5",0.002471,0.035,2,Entire,Chinh,4.67,False,False
Entire rental unit hosted by Lan Anh,"Hanoi, Vietnam",Hanoi Zodi Apartment 5b - near VINCOM CENTER,2405,"6 guests, 2 bedrooms, 2 beds, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV with standard cable/satellite, Lift and 30 more",4.58,19,"Cleanliness 4.8, Accuracy 4.6, Communication 4.7, Location 4.7, Check-in 5.0, Value 4.8",0.002405,0.019,6,Entire,Lan Anh,4.77,False,False
Entire rental unit hosted by Inam,"Tay Ho, Hanoi, Vietnam",Amazing Lake-view-Quiet & Spacious-Westlake Hanoi,3429,"4 guests, 1 bedroom, 1 double bed, 1 sofa bed, 1 bathroom","Courtyard view, Lake view, Kitchen, Wifi, Dedicated workspace and 25 more",4.82,11,"Cleanliness 4.5, Accuracy 4.6, Communication 5.0, Location 4.3, Check-in 4.7, Value 4.6",0.003429,0.011,4,Entire,Inam,4.62,False,False
Entire rental unit hosted by ThuyAnh,"Hanoi, Hanoi, Vietnam",Old Quarter / PINKY HOME/ {Orchid garden Hanoi},1228,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, TV with standard cable/satellite and 31 more",4.52,31,"Cleanliness 4.6, Accuracy 4.6, Communication 4.9, Location 4.7, Check-in 4.7, Value 4.5",0.001228,0.031,2,Entire,ThuyAnh,4.67,False,False
Entire townhouse hosted by Nghiem,"Hoan Kiem, Hanoi, Vietnam",Airy Sunny Balcony near Hoan Kiem Lake CH301,1868,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Lake access, Kitchen, Wifi, Dedicated workspace, Washing machine and 31 more",4.31,16,"Cleanliness 4.1, Accuracy 4.1, Communication 4.5, Location 4.7, Check-in 4.3, Value 4.4",0.001868,0.016,2,Entire,Nghiem,4.35,False,False
Entire rental unit hosted by Nguy n Th nh,"Cau Giay, Hanoi, Vietnam",Amoureux - Enjoy the moment,1775,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Park view, Kitchen, Wifi, Dedicated workspace and 53 more",5.0,5,"Cleanliness 4.8, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.001775,0.005,2,Entire,Nguy n Th nh,4.93,False,False
Private room in townhouse hosted by Bich Ngoc,"Hoan Kiem, Hanoi, Vietnam",HANOI CENTER BR w Netflix Projector KitchenWasher,1568,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 21 more",4.6,15,"Cleanliness 4.7, Accuracy 4.5, Communication 4.9, Location 4.6, Check-in 4.8, Value 4.7",0.001568,0.015,2,Private,Bich Ngoc,4.7,False,False
Entire serviced apartment hosted by Flesta,"Hoan Kiem, Hanoi, Vietnam",Flesta T-Place 2BR,5228,"3 guests, 2 bedrooms, 2 beds, 2 bathrooms","Kitchen, Wifi, Dedicated workspace, TV, Washing machine and 24 more",5.0,3,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.005228,0.003,3,Entire,Flesta,5.0,False,False
Entire rental unit hosted by Botanica (Host Nam),"Hoan Kiem, Hanoi, Vietnam","Studio, lift, Hoan Kiem, near old quarter #B02",1703,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Fast wifi  89 Mbps, Dedicated workspace, Free parking on premises, 32"" HDTV with standard cable/satellite and 61 more",4.95,151,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.9",0.001703,0.151,2,Entire,Botanica (Host Nam),4.95,False,False
Entire rental unit hosted by Nghiem,"Ba Dinh, Hanoi, Vietnam",Bright Elegant One-Bedroom Executive | MC502,2415,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, 55"" HDTV with Netflix, Washing machine and 15 more",5.0,14,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.9",0.002415,0.014,2,Entire,Nghiem,4.9,False,False
Private room in home hosted by Linh,"Thanh Nhan, Hanoi, Vietnam",Cozy House in CenterWide WindowCool View R#201,995,"2 guests, 1 bedroom, 1 double bed, 1 shared bathroom","Kitchen, Wifi, Washing machine, Air conditioning, Patio or balcony and 16 more",4.8,20,"Cleanliness 4.6, Accuracy 4.8, Communication 4.8, Location 4.7, Check-in 5.0, Value 4.7",0.000995,0.02,2,Private,Linh,4.77,False,False
Entire rental unit hosted by B ch Ph ng,"Ba Dinh, Hanoi, Vietnam",I603 Minimalist bathtube room,2153,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Hot tub, TV and 12 more",4.8,1,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.002153,0.001,2,Entire,B ch Ph ng,4.85,False,False
Private room in rental unit hosted by Xuan,"Dong Da, Hanoi, Vietnam",Xuan 's house 2 Hanoi Local Homestay Peaceful Room,1476,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Washing machine, Air conditioning and 18 more",4.86,21,"Cleanliness 4.8, Accuracy 5.0, Communication 5.0, Location 4.7, Check-in 5.0, Value 5.0",0.001476,0.021,2,Private,Xuan,4.92,False,False
Entire loft hosted by Giang&Trang,"Hoan Kiem, Hanoi, Vietnam",G Studio 2BALCONYBATHTUBStylishHoan Kiem,2184,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Wifi, Free on-street parking, Private hot tub, TV and 30 more",4.63,102,"Cleanliness 4.5, Accuracy 4.8, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.7",0.002184,0.102,2,Entire,Giang&Trang,4.78,False,False
Private room in home hosted by Th o,"Hanoi, Vietnam",BOHE - COZY in the center Hanoi - CACTUS HOMESTAY,1255,"2 guests, 1 bedroom, 1 bed, 1 shared bathroom","Lake access, Kitchen, Wifi, Free parking on premises, Washing machine and 21 more",4.62,21,"Cleanliness 4.6, Accuracy 4.9, Communication 4.9, Location 4.5, Check-in 4.7, Value 4.9",0.001255,0.021,2,Private,Th o,4.75,False,False
Private room in rental unit hosted by Tu,"Ba Dinh, Hanoi, Vietnam","SunFlower homestay, Quite lane,Near Old Quarter(2)",1244,"2 guests, 1 bedroom, 2 beds, 1 private bathroom","Kitchen, Wifi, Free parking on premises, Washing machine, Air conditioning and 17 more",4.84,80,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 5.0, Value 4.9",0.001244,0.08,2,Private,Tu,4.9,False,False
Entire apartment hosted by Emmi,"Van Giang, Hung Yen, Vietnam",Ecopark peaceful hideaway - wabi sabi apartment,4259,"6 guests, 2 bedrooms, 2 queen beds, 1 sofa, 1.5 bathrooms","Bay view, Lake access, Kitchen, Wifi, Dedicated workspace and 36 more",5.0,14,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 4.9, Value 5.0",0.004259,0.014,6,Entire,Emmi,4.97,False,False
Entire rental unit hosted by Inam,"Tay Ho, Hanoi, Vietnam",Panorama apartment-Chill Balcony-Peaceful&Stylish,2458,"3 guests, 1 bedroom, 1 bed, 1 bathroom","Courtyard view, Garden view, Lake view, Kitchen, Wifi and 26 more",4.75,8,"Cleanliness 4.4, Accuracy 4.8, Communication 4.9, Location 4.9, Check-in 4.8, Value 4.6",0.002458,0.008,3,Entire,Inam,4.73,False,False
Private room in holiday home hosted by Huy,"Dong Da, Hanoi, Vietnam","luxury apartment-elevator, near Hoan Kiem lake",1977,"4 guests, 1 bedroom, 1 queen bed, 1 floor mattress, 1.5 shared bathrooms","Lake access, City skyline view, Kitchen, Wifi, Dedicated workspace and 55 more",4.84,38,"Cleanliness 4.6, Accuracy 4.7, Communication 4.7, Location 4.8, Check-in 4.8, Value 4.8",0.001977,0.038,4,Private,Huy,4.73,False,False
Entire loft hosted by Giang&Trang,"Ha Noi, Hanoi, Vietnam",G Studio3Ideal LocationQUIETStylishBALCONY,2239,"2 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Wifi, 32"" TV with Netflix, Window AC unit, Patio or balcony and 24 more",4.67,168,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.8, Value 4.7",0.002239,0.168,2,Entire,Giang&Trang,4.78,False,False
Entire loft hosted by Nhung,"Hoan Kiem, Hanoi, Vietnam",Lovely Loft with Balcony in city center,2281,"4 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free on-street parking, TV and 32 more",4.68,38,"Cleanliness 4.3, Accuracy 4.7, Communication 5.0, Location 4.9, Check-in 4.8, Value 4.8",0.002281,0.038,4,Entire,Nhung,4.75,False,False
Entire serviced apartment hosted by Toan,"Tay Ho, Hanoi, Vietnam","Beautiful studio, 1 minute to Walking Street",2008,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 13 more",4.8,5,"Cleanliness 4.8, Accuracy 4.8, Communication 4.8, Location 4.0, Check-in 4.8, Value 4.6",0.002008,0.005,2,Entire,Toan,4.63,False,False
Private room in rental unit hosted by Duy,"Tay Ho, Hanoi, Vietnam",Akis sunset studio - West Lake,2203,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Lake access, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 55 more",4.87,15,"Cleanliness 4.7, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 4.9, Value 4.9",0.002203,0.015,2,Private,Duy,4.87,False,False
Entire loft hosted by Thanh Th y,"Hanoi, Vietnam",Private attic w/loftbed&sofabed@HanoiBuisHomestay,1443,"4 guests, 1 bedroom, 1 queen bed, 1 bathroom","Kitchen, Fast wifi  86 Mbps, Dedicated workspace, 32"" HDTV with HBO Max, Netflix, standard cable/satellite, Free washer  In building and 35 more",4.93,28,"Cleanliness 4.8, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.9",0.001443,0.028,4,Entire,Thanh Th y,4.9,True,False
Entire rental unit hosted by Mai Anh,"Nam Tu Liem, Hanoi, Vietnam",Vinhome Smart City Apartment-Studio cao cp Sakura,1481,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Courtyard view, City skyline view, Lake access, Kitchen, Wifi  39 Mbps and 45 more",5.0,3,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.001481,0.003,2,Entire,Mai Anh,5.0,False,False
Entire home hosted by Huong,"Trang Tien, Hanoi, Vietnam",BIG PROMO * OH1 HANOI Luxury * Private * balcony,2370,"4 guests, 1 bedroom, 1 queen bed, 1 floor mattress, 1 bathroom","Courtyard view, Kitchen, Wifi, Dedicated workspace, Pets allowed and 51 more",4.92,25,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 4.8, Value 4.9",0.00237,0.025,4,Entire,Huong,4.88,False,False
Entire rental unit hosted by Diep,"Hoan Kiem, Hanoi, Vietnam",Dazzling 2BR w/ lovely street view @ city centre,3485,"4 guests, 2 bedrooms, 1 queen bed, 1 bathroom","Lake access, City skyline view, Kitchen, Wifi, Dedicated workspace and 50 more",4.84,45,"Cleanliness 4.8, Accuracy 4.8, Communication 5.0, Location 4.8, Check-in 4.9, Value 4.8",0.003485,0.045,4,Entire,Diep,4.85,False,False
Private room in home hosted by Ha,"Tay Ho, Hanoi, Vietnam","Vong Thi, Room402 Studios near West Lake",1248,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, 43"" HDTV with Netflix, Washing machine, Air conditioning and 16 more",5.0,4,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.001248,0.004,2,Private,Ha,5.0,False,False
Entire home hosted by Le,"Hoan Kiem, Hanoi, Vietnam",ROOFTOP BATHTUB/STREET VIEW BAR/LUXURY BATHROOM,3632,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Kitchen, Fast wifi  76 Mbps, Free parking on premises, Private hot tub and 38 more",4.46,138,"Cleanliness 4.5, Accuracy 4.4, Communication 4.8, Location 4.8, Check-in 4.8, Value 4.4",0.003632,0.138,2,Entire,Le,4.62,False,False
Entire rental unit hosted by Dung,"Hoan Kiem, Hanoi, Vietnam",Studio#balcony#free laundry # memory foam mattress,2509,"3 guests, Studio, 2 beds, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV with standard cable/satellite, Lift and 29 more",4.9,40,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 4.9, Value 4.9",0.002509,0.04,3,Entire,Dung,4.92,False,False
Private room in rental unit hosted by Th Phong,"Hoan Kiem, Hanoi, Vietnam",Studio in Beer str - Hoan Kiem,2231,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Air conditioning, Bath and 30 more",4.8,68,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.002231,0.068,2,Private,Th Phong,4.82,False,False
Entire rental unit hosted by Ngan,"Trang Tien, Hanoi, Vietnam","5min Hoan Kiem lake, mini-cinema, greenery balcony",1812,"4 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, Pets allowed, Air conditioning and 12 more",4.7,10,"Cleanliness 4.5, Accuracy 4.7, Communication 4.7, Location 4.9, Check-in 4.8, Value 4.6",0.001812,0.01,4,Entire,Ngan,4.7,False,False
Entire rental unit hosted by Hao,"Hoan Kiem, Hanoi, Vietnam",HanoianHearths - HV4- HomeCinema- BathTub- Kitchen,4876,"6 guests, 1 bedroom, 2 beds, 1 bathroom","Lake access, Kitchen, Wifi, Dedicated workspace, Hot tub and 47 more",4.92,25,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 4.8, Value 4.8",0.004876,0.025,6,Entire,Hao,4.9,False,False
Entire serviced apartment hosted by Yung,"Ba Dinh, Hanoi, Vietnam",Rare Spacious Lakeview 1BR Serviced in city center,5391,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Lake access, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 47 more",5.0,6,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 5.0",0.005391,0.006,2,Entire,Yung,4.97,False,False
Entire rental unit hosted by Phuong,"Ba Dinh, Hanoi, Vietnam",Studio with tons of natural light,1220,"2 guests, Studio, 1 bed, 1 bathroom","Wifi, Free parking on premises, Pets allowed, TV, Lift and 21 more",4.8,48,"Cleanliness 4.8, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.00122,0.048,2,Entire,Phuong,4.85,False,False
Private room in home hosted by Minh Hoa,"Hanoi, Vietnam",Meraki home 1BR nr Hoan Kiem Lake Night market,1569,"5 guests, 1 bedroom, 1 king bed, 1 queen bed, 2 bathrooms","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 40 more",4.25,4,"Cleanliness 4.2, Accuracy 5.0, Communication 4.5, Location 4.8, Check-in 5.0, Value 4.5",0.001569,0.004,5,Private,Minh Hoa,4.67,False,False
Private room in townhouse hosted by Lan,"Dong Da, Hanoi, Vietnam",Lovely Balcony-Private room in Hanoi City Center,1464,"2 guests, 1 bedroom, 1 double bed, 1 shared bathroom","City skyline view, Garden view, Kitchen, Wifi, Dedicated workspace and 46 more",4.89,9,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.4",0.001464,0.009,2,Private,Lan,4.87,False,False
Entire home hosted by Phung,"Ba Dinh, Hanoi, Vietnam",Linnie 's Abditory-In the heart of Hanoi,1262,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Wifi, AC  split-type ductless system, Hair dryer, Refrigerator, Smoking allowed and 23 more",4.89,89,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.001262,0.089,2,Entire,Phung,4.93,False,True
Private room in serviced apartment hosted by Th ,"Hoan Kiem, Hanoi, Vietnam","Lovelycondo center Old Quarter, Ta Hien, Cathedral",1092,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","City skyline view, Courtyard view, Wifi, Dedicated workspace, Free parking on premises and 22 more",4.13,15,"Cleanliness 4.1, Accuracy 4.1, Communication 4.5, Location 4.5, Check-in 4.0, Value 4.4",0.001092,0.015,2,Private,Th ,4.27,False,False
Private room in apartment hosted by Hana,"Hanoi, Vietnam",Cozy Stay,829,"3 guests, 1 bedroom, 2 beds, 1 private bathroom","Lake access, Kitchen, Wifi, Free parking on premises, TV with standard cable/satellite and 30 more",4.37,49,"Cleanliness 3.9, Accuracy 4.1, Communication 4.8, Location 4.3, Check-in 4.5, Value 4.4",0.000829,0.049,3,Private,Hana,4.33,False,False
Entire rental unit hosted by Tu n,"Hoan Kiem, Hanoi, Vietnam",Peony studio w/ Balcony 1 managed by MUSE,2417,"4 guests, 1 bedroom, 1 bed, 1 bathroom","Lake access, Waterfront, Kitchen, Wifi, Dedicated workspace and 59 more",4.8,1,"Cleanliness 4.7, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.002417,0.001,4,Entire,Tu n,4.82,False,False
Private room in rental unit hosted by ThanhVan,"Ba Dinh, Hanoi, Vietnam",Cozy apartment in city center,1220,"2 guests, 1 bedroom, 1 bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, TV and 31 more",4.9,10,"Cleanliness 5.0, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.9",0.00122,0.01,2,Private,ThanhVan,4.93,False,False
Entire rental unit hosted by Ngoc Thi,"Ba Dinh, Ha, Vietnam",52 Bach Apartment Sunflower,2350,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Lake access, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 33 more",5.0,3,"Cleanliness 5.0, Accuracy 4.7, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.7",0.00235,0.003,2,Entire,Ngoc Thi,4.9,False,False
Entire rental unit hosted by Aan,"Hoan Kiem, Hanoi, Vietnam",Large Balcony AptOldQuarterLongBienBridge view,2389,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, HDTV with Netflix, Lift, Free washer  In building and 33 more",4.95,20,"Cleanliness 4.7, Accuracy 5.0, Communication 4.8, Location 4.9, Check-in 4.8, Value 5.0",0.002389,0.02,2,Entire,Aan,4.87,True,False
